ship_id,ship_type,capacity_ton,speed_knots,fuel_consumption_td,operating_cost_usd_d,origin_port,destination_port,distance_nm,travel_time_days,loading_time_days,unloading_time_days,total_time_days,fuel_cost_usd,port_cost_usd,total_cost_usd,revenue_usd,profit_usd,maintenance_due,utilization_rate,fuel_efficiency
SHIP_250,Granelheiro,38931.04,15.36,51.58,18962.11,Salvador,Itajaí,814.31,53.02,2.47,2.95,58.44,1777462.33,12087.95,2897705.65,3978195.04,1080489.39,False,0.6697253462129186,20948.34
SHIP_251,Granelheiro,45059.68,17.87,49.42,5871.38,Paranaguá,Itajaí,778.78,43.57,2.03,1.54,47.14,1399691.73,43419.21,1719871.64,1901967.1,182095.46,False,0.9188740459685842,3684.44
SHIP_252,Petroleiro,42721.94,22.09,95.91,5471.33,Belém,Santos,2340.5,105.93,1.66,2.81,110.41,6603962.03,20667.01,7228703.07,10047482.34,2818779.27,False,0.9372247343106559,29390.55
SHIP_253,Granelheiro,28356.45,21.78,44.95,16609.87,Itajaí,Santos,2432.3,111.7,2.04,2.95,116.69,3263515.26,15022.01,5216811.42,5773857.67,557046.25,False,0.7339031132497223,12392.82
SHIP_254,Container,21548.01,16.82,54.84,9981.49,Itajaí,Rio Grande,1354.51,80.54,2.48,1.45,84.47,2871038.18,35674.4,3749816.66,4980730.91,1230914.25,False,0.7049301846478325,22445.31
SHIP_255,Granelheiro,34090.64,24.74,87.76,5353.92,Salvador,Recife,2746.4,111.0,2.57,2.56,116.13,6332340.41,28319.83,6982406.11,8792260.56,1809854.45,True,0.9148093243911355,20621.63
SHIP_256,Granelheiro,36956.09,24.37,68.26,12101.01,Belém,Rio Grande,649.29,26.64,2.34,2.16,31.15,1182000.02,49608.36,1608514.03,1923241.53,314727.5,False,0.9469647655474771,4610.49
SHIP_257,Petroleiro,29501.7,24.63,26.05,10485.21,Belém,Rio de Janeiro,1063.45,43.18,1.39,1.28,45.85,731121.02,34896.55,1246811.49,1761157.07,514345.58,False,0.6966830637413035,19745.76
SHIP_258,Container,49174.4,20.27,92.51,7458.22,Itajaí,Fortaleza,2107.05,103.94,2.62,2.89,109.45,6250043.22,23493.61,7089838.24,9854821.76,2764983.51,False,0.9115493980886051,29887.29
SHIP_259,Petroleiro,36847.46,15.62,31.78,5117.62,Salvador,Paranaguá,2077.3,132.97,1.9,1.27,136.14,2747184.72,48317.36,3492198.2,4581288.72,1089090.51,False,0.7239937176943663,34265.11
SHIP_260,Granelheiro,47708.2,24.62,69.67,18929.9,Itajaí,Rio de Janeiro,2402.14,97.56,2.09,1.36,101.01,4418050.95,28343.92,6358514.32,8420897.08,2062382.76,True,0.7559395735596618,29601.02
SHIP_261,Container,14413.35,15.5,87.49,19717.89,Manaus,Paranaguá,2482.86,160.19,2.71,1.48,164.38,9109771.52,48425.08,12399384.1,14616025.49,2216641.39,False,0.7743826001747455,25335.37
SHIP_262,Gaseiro,23300.33,24.53,61.8,8286.76,Rio de Janeiro,Rio Grande,1647.41,67.16,2.84,1.35,71.35,2697891.14,18558.28,3307704.54,3655714.18,348009.64,True,0.6665376774243046,5630.93
SHIP_263,Graneleiro,40666.78,24.08,95.5,19402.03,Belém,Manaus,1803.65,74.91,2.95,2.51,80.37,4649571.56,16466.86,6225472.17,8035590.72,1810118.55,False,0.7084999780101262,18954.89
SHIP_264,Graneleiro,15441.79,19.58,82.51,19402.52,Salvador,Belém,2408.95,123.02,2.71,2.21,127.93,6597380.97,43416.31,9123016.27,12897831.6,3774815.33,False,0.9241679239511236,45750.95
SHIP_265,Graneleiro,15290.46,21.34,37.77,9825.05,Santos,Paranaguá,2620.11,122.76,2.46,1.19,126.41,3013460.17,27148.08,4282560.03,4760784.54,478224.51,False,0.9131249791521721,12662.81
SHIP_266,Container,5019.93,24.01,32.3,19851.3,Paranaguá,Fortaleza,2887.12,120.23,1.99,2.03,124.24,2524528.17,29261.97,5020156.14,6798182.28,1778026.14,False,0.8639927406714579,55039.48
SHIP_267,Petroleiro,46329.19,24.51,66.17,10356.82,Salvador,Rio de Janeiro,2468.87,100.73,1.5,2.13,104.36,4332526.87,24343.14,5437731.15,7409737.57,1972006.41,True,0.667057531007189,29802.21
SHIP_268,Graneleiro,46320.76,16.02,60.48,8312.79,Belém,Paranaguá,597.32,37.29,1.07,1.35,39.71,1465893.08,44670.81,1840691.87,2232743.59,392051.72,False,0.7509832270709261,6482.7
SHIP_269,Container,37362.2,20.63,54.2,9895.08,Belém,Manaus,2599.15,125.97,1.29,1.86,129.12,4437899.39,46150.3,5761670.51,8287240.12,2525569.61,True,0.7468067978850597,46597.1
SHIP_270,Petroleiro,40116.45,19.76,59.8,8070.2,Itajaí,Salvador,1977.83,100.08,1.37,1.66,103.11,3890137.93,44201.21,4766464.04,5637918.2,871454.16,False,0.6241526574144857,14572.04
SHIP_271,Graneleiro,47335.3,20.07,52.75,17163.18,Rio Grande,Santos,2589.56,129.03,1.66,2.39,133.08,4424425.31,40844.91,6749404.07,9191745.28,2442341.21,False,0.7804807920497587,46297.7
SHIP_272,Graneleiro,25848.21,15.45,43.2,18965.15,Recife,Belém,1479.56,95.74,2.09,2.06,99.9,2688507.83,33617.24,4616683.77,5191610.4,574926.63,False,0.6191220470003402,13307.77
SHIP_273,Granelheiro,48788.52,17.26,44.34,9559.14,Recife,Paranaguá,1076.04,62.34,1.0,2.46,65.8,1796493.37,48673.82,2474160.33,2943551.58,469391.25,False,0.8596637144355502,10587.16
SHIP_274,Petroleiro,43179.14,19.23,44.23,9879.43,Salvador,Rio de Janeiro,2281.55,118.67,2.63,1.36,122.67,3412002.19,24837.64,4648701.6,6790712.09,2142010.49,False,0.9447004409668665,48424.01
SHIP_275,Petroleiro,38941.17,18.93,67.25,14915.21,Santos,Rio de Janeiro,696.14,36.77,2.09,2.42,41.28,1607360.1,16692.85,2239726.9,3163060.34,923333.43,True,0.6940963598584952,13729.66
SHIP_276,Petroleiro,33279.53,19.82,48.94,19238.13,Santos,Salvador,2080.4,104.97,1.26,2.12,108.35,3339035.81,41229.27,5464749.19,7559911.5,2095162.32,False,0.7292482695754393,42813.62
SHIP_277,Graneleiro,46981.62,23.28,75.78,15714.9,Santos,Belém,1654.29,71.08,2.84,2.39,76.31,3500823.41,39159.24,4739136.9,6846519.05,2107382.15,False,0.6108002665078254,27810.41
SHIP_278,Granelheiro,7335.29,16.42,37.07,14977.19,Rio Grande,Recife,893.32,54.4,1.24,2.53,58.17,1310810.39,36842.21,2218810.96,2827052.91,608241.96,False,0.7736905635088265,16407.28
SHIP_279,Petroleiro,22123.3,16.63,82.9,16016.66,Manaus,Salvador,1460.89,87.84,1.05,2.68,91.57,4733306.47,10456.72,6210457.23,8579621.91,2369164.68,False,0.8951473318277408,28579.81
SHIP_280,Petroleiro,9388.14,20.59,60.09,15592.9,Itajaí,Santos,1835.73,89.16,2.08,1.86,93.1,3482168.52,22353.38,4956184.97,6407880.02,1451695.05,False,0.9365296686440796,24159.87
SHIP_281,Container,37148.48,24.52,38.14,18190.12,Paranaguá,Fortaleza,2521.97,102.83,2.35,2.25,107.44,2549241.73,22661.99,4526223.58,6456949.04,1930725.46,False,0.8788384890169803,50624.46
SHIP_282,Graneleiro,16271.06,21.25,65.74,17492.46,Rio Grande,Paranaguá,2765.22,130.14,1.02,2.35,133.51,5560797.13,12073.43,7908252.51,10435282.92,2527030.42,False,0.7073718098327494,38439.96
SHIP_283,Container,20883.13,21.21,46.72,15990.49,Rio Grande,Belém,1511.32,71.25,1.14,2.57,74.95,2163758.51,21430.33,3383666.13,4307768.2,924102.07,False,0.8371393309262369,19777.89
SHIP_284,Container,8245.0,17.05,50.52,19730.74,Rio de Janeiro,Recife,2462.15,144.37,2.47,1.23,148.07,4740507.56,41239.84,7703342.79,10893355.01,3190012.22,False,0.6354805141436057,63149.45
SHIP_285,Graneleiro,17503.37,17.76,54.56,19705.53,Rio de Janeiro,Recife,668.76,37.65,2.04,1.36,41.04,1335201.2,48827.06,2192833.26,2511498.87,318665.6,False,0.794423398437051,5840.48
SHIP_286,Gaseiro,13541.69,20.82,36.36,12795.56,Fortaleza,Paranaguá,685.11,32.9,2.21,2.03,37.15,777533.27,39606.45,1292466.46,1747776.79,455310.33,False,0.8298646222160949,12523.92
SHIP_287,Graneleiro,48584.18,21.04,26.16,6133.75,Fortaleza,Rio de Janeiro,2878.56,136.84,1.59,1.18,139.62,2326633.49,33961.78,3216964.93,4341163.92,1124198.99,False,0.6935907097501395,42976.67
SHIP_288,Graneleiro,5679.98,24.65,40.07,15140.39,Fortaleza,Salvador,2266.57,91.95,2.22,1.63,95.8,2394962.66,20843.85,3866188.87,5177087.14,1310898.27,False,0.6609285863590002,32714.03
SHIP_289,Gaseiro,10267.97,19.49,68.98,8196.28,Rio de Janeiro,Manaus,2847.64,146.1,1.01,2.54,149.66,6550816.47,35008.19,7812475.11,9761077.66,1948602.55,False,0.8196203001244977,28248.54
SHIP_290,Granelheiro,22352.61,24.36,63.36,19094.77,Paranaguá,Recife,1051.21,43.15,2.45,2.23,47.83,1776999.65,39576.33,2729961.19,3237371.28,507410.09,False,0.6356625853055279,8008.47
SHIP_291,Gaseiro,5374.4,19.34,27.41,16225.77,Salvador,Itajaí,2786.37,144.1,1.87,1.52,147.49,2567433.93,27376.13,4987940.77,6930140.79,1942200.02,False,0.9486918002837068,70857.25
SHIP_292,Granelheiro,15312.74,20.47,73.65,15513.01,Belém,Manaus,1010.06,49.35,2.31,2.64,54.29,2362470.01,12000.74,3216691.36,4711193.57,1494502.2,False,0.724589861370938,20290.84
SHIP_293,Granelheiro,5711.59,15.77,92.89,10322.91,Itajaí,Manaus,1561.93,99.04,1.43,2.19,102.66,5979819.56,33792.13,7073362.68,8833782.29,1760419.61,True,0.9097375078632057,18950.95
SHIP_294,Petroleiro,22247.79,19.94,42.66,16801.54,Recife,Salvador,1493.62,74.92,2.03,1.51,78.46,2077794.46,49506.38,3445523.38,4191817.88,746294.49,False,0.922268312962175,17492.21
SHIP_295,Granelheiro,31300.2,20.38,41.51,10526.73,Belém,Manaus,2738.37,134.34,2.33,2.57,139.25,3624637.39,28173.82,5118670.88,6920949.2,1802278.32,False,0.8917750969503855,43419.73
SHIP_296,Graneleiro,27474.43,20.35,31.55,16759.81,Paranaguá,Recife,1548.47,76.09,2.0,2.57,80.66,1560488.96,33953.82,2946314.08,3477945.5,531631.41,False,0.7759209349205456,16849.9
SHIP_297,Petroleiro,7527.92,19.91,94.17,6580.9,Rio de Janeiro,Salvador,2411.1,121.09,1.82,2.31,125.22,7412147.19,20409.46,8256642.46,9609054.94,1352412.48,False,0.6246721809751006,14361.57
SHIP_298,Gaseiro,13354.1,21.64,90.54,17211.89,Recife,Fortaleza,2212.84,102.25,1.22,1.58,105.05,6016985.41,22392.28,7847410.66,9416757.64,1569346.99,False,0.7936830657530116,17334.1
SHIP_299,Petroleiro,16469.7,22.43,26.13,18089.54,Rio Grande,Paranaguá,2570.29,114.62,1.43,2.62,118.67,1946754.51,41454.31,4134830.03,5593956.3,1459126.27,False,0.7769719536976856,55839.19
SHIP_300,Container,47350.44,23.76,28.21,10890.96,Rio Grande,Recife,1883.43,79.26,2.01,1.39,82.65,1453082.88,44352.67,2397597.34,3286569.64,888972.3,False,0.7206734970254264,31517.76
SHIP_301,Container,25782.96,19.15,21.06,9439.14,Rio Grande,Salvador,1647.97,86.08,1.82,2.44,90.34,1178323.47,25392.14,2056484.01,2664690.35,608206.34,False,0.6578495715500351,28879.58
SHIP_302,Granelheiro,5089.65,22.19,78.59,12724.0,Rio Grande,Salvador,903.41,40.72,1.17,1.04,42.92,2080028.45,16629.93,2642804.18,3848827.3,1206023.11,False,0.6425233868807179,15345.35
SHIP_303,Granelheiro,33558.77,20.82,29.47,8178.41,Recife,Fortaleza,1277.51,61.36,1.33,1.49,64.18,1175419.8,20704.03,1720987.13,2124161.98,403174.85,False,0.8001692713477102,13679.37
SHIP_304,Granelheiro,49381.1,19.15,80.31,18072.03,Paranaguá,Manaus,2197.45,114.76,1.82,2.51,119.1,5990844.99,18146.69,8161295.93,10046725.58,1885429.65,False,0.9046844381942845,23477.13
SHIP_305,Container,33413.85,20.33,29.23,14084.57,Salvador,Recife,793.01,39.02,1.67,1.29,41.98,741331.8,37682.95,1370235.48,1620304.62,250069.13,False,0.8676803403607469,8554.76
SHIP_306,Container,35550.4,22.73,96.12,16647.34,Belém,Itajaí,2028.34,89.24,2.71,2.35,94.3,5575070.23,26324.76,7171204.99,10428709.83,3257504.85,False,0.8501244462180535,33891.61
SHIP_307,Petroleiro,44670.36,22.31,75.78,16289.57,Recife,Santos,1662.64,74.51,2.75,1.41,78.67,3670423.4,15095.46,4967003.17,6030952.69,1063949.52,False,0.7579529395602391,14039.6
SHIP_308,Petroleiro,13254.9,23.55,90.6,11994.65,Recife,Itajaí,689.25,29.27,1.78,2.61,33.65,1723672.45,46070.96,2173369.71,2567595.28,394225.57,False,0.6146949001183558,4351.05
SHIP_309,Gaseiro,26566.7,16.82,79.45,17718.92,Manaus,Salvador,1863.96,110.84,2.96,1.9,115.7,5723622.6,30534.73,7804251.33,11672718.05,3868466.72,False,0.9490138238660326,48692.71
SHIP_310,Graneleiro,30157.67,18.21,37.61,10257.81,Rio Grande,Rio de Janeiro,1431.33,78.59,1.14,1.74,81.47,1921304.42,28569.54,2785588.56,3869447.42,1083858.86,False,0.848067979330204,28819.21
SHIP_311,Graneleiro,5376.37,17.18,72.93,12259.84,Salvador,Rio Grande,513.28,29.88,2.61,2.55,35.04,1416661.87,31936.77,1878149.23,2115895.37,237746.14,True,0.7491248421691339,3259.71
SHIP_312,Gaseiro,29661.46,20.21,48.02,15162.1,Belém,Rio de Janeiro,2396.25,118.56,1.03,1.41,121.01,3700432.07,38529.43,5573685.23,6993013.42,1419328.18,False,0.6682413199651012,29559.34
SHIP_313,Gaseiro,45068.43,22.5,92.66,16380.73,Recife,Santos,1992.89,88.57,2.31,2.78,93.66,5334605.44,33152.27,6901980.26,9338079.26,2436099.0,False,0.7074165796180995,26291.22
SHIP_314,Granelheiro,23673.7,22.13,50.9,13827.57,Salvador,Belém,963.43,43.54,2.2,2.72,48.46,1440417.73,44745.59,2155275.93,2995268.35,839992.42,False,0.665772133285363,16503.78
SHIP_315,Container,8463.73,21.96,50.62,17327.46,Salvador,Manaus,2148.78,97.84,2.59,1.54,101.98,3219564.14,37694.36,5024296.05,6057415.89,1033119.84,False,0.8618814909661635,20407.75
SHIP_316,Gaseiro,15126.88,20.29,86.07,11946.72,Manaus,Salvador,1196.14,58.96,2.31,2.65,63.92,3298699.54,12525.61,4074827.81,5748425.58,1673597.77,False,0.8723088351006285,19443.84
SHIP_317,Granelheiro,39238.31,16.88,27.07,15484.23,Santos,Recife,1420.87,84.19,1.86,1.06,87.12,1481382.15,20383.06,2850681.58,3174150.02,323468.44,False,0.9109624384730222,11948.98
SHIP_318,Gaseiro,42094.71,21.3,88.65,16756.59,Belém,Paranaguá,1572.46,73.82,1.4,2.03,77.25,4253856.23,39449.16,5587813.18,7122046.97,1534233.79,False,0.8888954824433818,17306.71
SHIP_319,Container,43019.21,17.49,66.14,6008.84,Belém,Rio de Janeiro,737.29,42.16,3.0,1.65,46.81,1812181.77,39927.36,2133359.29,3035057.77,901698.48,False,0.6020015034762762,13633.96
SHIP_320,Graneleiro,25962.16,20.71,44.32,9771.57,Manaus,Recife,2902.9,140.16,2.78,2.7,145.64,4037890.74,26240.47,5487259.51,6066052.46,578792.95,False,0.7092687288761612,13058.69
SHIP_321,Petroleiro,5708.43,15.17,93.33,15592.38,Rio de Janeiro,Itajaí,1272.39,83.87,1.27,2.02,87.16,5087662.86,10213.85,6456841.13,9526200.63,3069359.5,False,0.9025516364039274,32887.78
SHIP_322,Gaseiro,31412.14,20.81,99.25,16350.95,Recife,Manaus,1605.73,77.16,2.41,1.78,81.36,4978228.74,19155.02,6327644.48,8471075.52,2143431.04,False,0.7326946804314765,21595.34
SHIP_323,Granelheiro,21716.87,21.19,70.65,12039.28,Manaus,Fortaleza,1607.65,75.89,1.99,2.72,80.6,3484631.34,28446.68,4483390.66,6617362.3,2133971.63,False,0.6186717989461141,30206.63
SHIP_324,Granelheiro,25464.4,21.75,74.2,10596.84,Recife,Fortaleza,2854.23,131.24,1.33,2.0,134.58,6330010.6,37635.36,7793739.89,10746431.93,2952692.04,False,0.696350874708151,39792.34
SHIP_325,Graneleiro,12029.3,21.36,67.94,7690.34,Recife,Manaus,2262.85,105.94,1.91,2.34,110.19,4678771.02,43494.68,5569644.25,6504739.46,935095.21,False,0.839888370206102,13762.7
SHIP_326,Container,6123.48,16.71,56.29,11823.09,Fortaleza,Salvador,2214.25,132.48,2.82,2.28,137.57,4846786.1,48141.4,6521484.19,9473409.59,2951925.4,False,0.8004125315087078,52444.81
SHIP_327,Petroleiro,17465.56,24.21,66.66,13892.6,Fortaleza,Salvador,1387.31,57.3,1.1,1.06,59.46,2482400.76,26933.41,3335436.08,3781804.65,446368.57,False,0.9083405519738801,6696.67
SHIP_328,Graneleiro,44731.17,21.59,36.9,17944.95,Salvador,Belém,2715.23,125.76,1.39,2.47,129.63,3016254.87,21460.78,5363901.84,7622405.56,2258503.72,False,0.6701935422458433,61208.47
SHIP_329,Petroleiro,14730.22,21.91,68.24,14284.87,Recife,Manaus,2851.93,130.15,2.55,1.26,133.96,5773344.99,23900.28,7710860.36,9824850.24,2113989.88,False,0.8859408675451428,30977.31
SHIP_330,Gaseiro,43364.63,24.38,26.81,10783.96,Salvador,Itajaí,677.59,27.79,1.42,1.46,30.67,484306.16,28764.29,843851.96,1018887.85,175035.88,True,0.6261874218182405,6529.17
SHIP_331,Gaseiro,24730.55,20.3,98.82,7490.33,Fortaleza,Belém,786.08,38.73,1.02,1.31,41.05,2487554.36,18290.92,2813352.53,3804306.38,990953.85,False,0.6813770972727409,10027.43
SHIP_332,Gaseiro,10835.55,17.56,48.43,15109.91,Belém,Fortaleza,656.41,37.37,1.42,2.62,41.41,1176320.72,15876.88,1817903.72,2248852.45,430948.73,False,0.654223858900205,8899.2
SHIP_333,Container,8723.16,19.85,44.19,13451.13,Rio Grande,Rio de Janeiro,2509.51,126.45,1.27,2.16,129.89,3632471.79,30220.35,5409844.26,6262606.2,852761.94,False,0.6010993171168427,19296.07
SHIP_334,Container,12840.95,23.75,55.34,19763.52,Recife,Salvador,1489.27,62.7,2.43,1.56,66.69,2255204.57,24552.39,3597778.12,4232031.85,634253.73,False,0.8010006512815738,11461.09
SHIP_335,Gaseiro,35024.56,22.77,88.98,9708.13,Itajaí,Rio de Janeiro,1845.06,81.03,2.68,2.98,86.69,4686241.83,45580.77,5573396.58,6958869.99,1385473.41,False,0.7829660495466544,15571.27
SHIP_336,Graneleiro,26189.03,21.56,64.77,15305.59,Santos,Salvador,2145.21,99.5,1.23,2.6,103.33,4188627.66,14929.3,5785087.77,7980020.94,2194933.17,False,0.8668564355362038,33890.05
SHIP_337,Gaseiro,10670.09,16.96,96.12,7632.37,Rio Grande,Itajaí,1919.32,113.14,2.16,1.98,117.28,7068397.99,35789.81,7999291.79,9534601.39,1535309.6,False,0.9263129653801071,15973.58
SHIP_338,Graneleiro,38372.12,17.79,30.53,17820.55,Salvador,Paranaguá,913.26,51.32,2.71,1.98,56.01,1018562.38,26262.27,2043014.24,2985408.32,942394.07,False,0.9244933236525572,30865.49
SHIP_339,Container,48646.69,20.71,31.44,10618.22,Santos,Rio Grande,2494.33,120.43,1.73,1.17,123.33,2461027.36,32271.4,3802892.61,5468743.41,1665850.8,False,0.6612930990456236,52984.92
SHIP_340,Graneleiro,35274.41,17.21,37.46,18111.08,Salvador,Itajaí,1124.17,65.34,1.53,1.0,67.87,1590812.15,44826.76,2864792.49,4059519.61,1194727.12,False,0.7317856007262544,31896.3
SHIP_341,Gaseiro,15442.51,17.65,64.35,7992.58,Itajaí,Rio Grande,1234.87,69.95,1.47,2.9,74.32,2925688.5,47786.63,3567491.4,4794625.05,1227133.65,False,0.6833513287829937,19070.57
SHIP_342,Gaseiro,45879.55,19.68,57.3,16408.63,Manaus,Fortaleza,886.23,45.03,1.97,1.86,48.86,1677275.11,33876.43,2512958.8,3768993.62,1256034.81,False,0.7315317555461301,21918.82
SHIP_343,Container,36865.48,19.76,73.95,16443.4,Rio Grande,Paranaguá,613.63,31.06,2.29,1.45,34.81,1492974.07,36801.3,2102101.12,2706102.19,604001.07,False,0.6431902853219588,8167.48
SHIP_344,Graneleiro,33184.51,17.78,88.24,18925.75,Paranaguá,Belém,2991.0,168.18,2.59,2.51,173.28,9645857.43,18620.03,12943883.42,15977966.24,3034082.82,False,0.8536094003966701,34385.0
SHIP_345,Graneleiro,10021.68,21.08,42.48,7602.44,Paranaguá,Belém,1449.38,68.75,2.6,1.78,73.13,1898383.86,40030.79,2494402.2,2869047.74,374645.54,False,0.6737735072741409,8818.51
SHIP_346,Granelheiro,30040.53,23.56,86.81,18910.33,Manaus,Recife,1414.71,60.03,1.64,2.5,64.17,3387365.51,27244.5,4628079.76,5252960.62,624880.86,False,0.6820489600040301,7198.65
SHIP_347,Petroleiro,20528.77,15.3,96.92,15018.02,Belém,Salvador,2833.01,185.15,1.53,2.22,188.91,11664110.38,37140.0,14538237.89,17838706.92,3300469.02,False,0.8168655744307227,34053.75
SHIP_348,Gaseiro,31983.24,20.06,48.03,18693.97,Salvador,Rio de Janeiro,1349.43,67.26,1.91,2.36,71.53,2099907.3,31720.86,3468730.15,4296904.7,828174.55,False,0.946538096130403,17241.76
SHIP_349,Container,19034.57,18.4,26.32,11641.97,Manaus,Recife,1152.62,62.64,1.69,2.67,67.0,1071506.25,47419.38,1898930.05,2229900.7,330970.65,False,0.7584847999738209,12577.19
SHIP_350,Petroleiro,13932.1,16.65,39.2,15651.99,Recife,Santos,1182.37,71.02,1.68,1.9,74.6,1809510.25,46529.31,3023659.76,3555090.24,531430.48,False,0.7648360883521567,13557.19
SHIP_351,Gaseiro,34786.11,22.51,80.31,13668.37,Rio Grande,Paranaguá,2760.9,122.64,2.63,2.51,127.79,6402077.23,12224.22,8161001.04,8999553.56,838552.53,False,0.9027369117903206,10441.52
SHIP_352,Granelheiro,16225.62,22.17,88.49,10351.53,Salvador,Recife,2393.66,107.96,1.59,1.6,111.15,6209889.17,14282.29,7374748.9,9410350.82,2035601.93,False,0.6646213600715792,23003.6
SHIP_353,Petroleiro,20394.84,19.3,86.48,6798.37,Rio de Janeiro,Salvador,2337.31,121.11,2.06,1.58,124.75,6807349.04,29712.78,7685129.78,9375680.25,1690550.47,False,0.8568590957808895,19549.38
SHIP_354,Gaseiro,33450.72,20.84,51.21,10326.97,Santos,Manaus,613.12,29.43,1.44,1.03,31.89,979483.42,33256.68,1342090.42,1533125.31,191034.89,False,0.7983118406169121,3730.45
SHIP_355,Granelheiro,34566.37,23.98,51.96,9901.92,Fortaleza,Belém,527.03,21.97,2.65,2.6,27.23,742180.17,14178.18,1025980.96,1365316.93,339335.97,False,0.7265394895639135,6530.53
SHIP_356,Gaseiro,9147.56,20.85,38.1,18435.47,Salvador,Recife,2458.75,117.92,2.4,2.23,122.55,2920474.16,44538.63,5224363.11,6212942.3,988579.19,False,0.6603833569312267,25945.58
SHIP_357,Granelheiro,30558.84,17.96,95.07,17281.1,Itajaí,Rio Grande,2958.92,164.72,1.52,2.94,169.18,10178301.76,27249.35,13129106.63,16267061.82,3137955.19,False,0.6184678402508609,33008.43
SHIP_358,Petroleiro,36140.51,19.58,38.12,14209.55,Manaus,Rio de Janeiro,1132.15,57.82,2.16,1.72,61.7,1432818.52,42942.09,2352451.69,3359956.08,1007504.4,False,0.9135594634174309,26428.61
SHIP_359,Graneleiro,40726.82,16.58,24.14,13359.66,Salvador,Paranaguá,890.09,53.67,2.67,1.72,58.06,842309.78,46515.7,1664494.53,2207577.93,543083.4,False,0.7333469457839399,22494.57
SHIP_360,Container,41378.26,23.24,50.77,11886.86,Santos,Paranaguá,1258.21,54.15,2.87,1.24,58.25,1786898.87,47349.98,2526672.91,3470502.94,943830.03,False,0.8105887574064036,18590.72
SHIP_361,Graneleiro,47169.9,18.12,39.98,14812.4,Manaus,Itajaí,2048.1,113.04,1.66,2.86,117.56,2937753.03,43794.49,4722929.6,5618364.08,895434.48,False,0.6407254698075735,22396.07
SHIP_362,Petroleiro,32575.81,24.38,72.94,6152.05,Rio de Janeiro,Manaus,1386.67,56.87,2.1,1.81,60.77,2696152.53,43345.76,3113380.69,4439271.14,1325890.46,False,0.7533618508332243,18177.27
SHIP_363,Graneleiro,45466.72,24.62,55.53,16250.43,Manaus,Itajaí,1829.15,74.29,2.08,1.56,77.92,2681332.62,18678.25,3966232.19,4819773.84,853541.65,False,0.654884446860882,15371.04
SHIP_364,Container,42228.6,15.42,53.53,7523.05,Itajaí,Salvador,2698.33,175.0,2.11,1.46,178.58,6089505.29,30097.09,7463033.03,10392979.08,2929946.05,False,0.7095675507721013,54729.92
SHIP_365,Graneleiro,42642.43,15.5,57.17,10694.25,Itajaí,Paranaguá,1291.47,83.31,1.57,1.18,86.06,3095749.87,22593.03,4038722.98,4512145.97,473422.99,False,0.739379727885304,8281.11
SHIP_366,Graneleiro,24975.67,23.94,72.64,5120.89,Itajaí,Fortaleza,2857.94,119.4,1.47,1.22,122.09,5637902.43,40725.13,6303830.94,8196183.79,1892352.85,False,0.6873260778889596,26049.54
SHIP_367,Container,29636.22,17.74,92.13,8228.07,Manaus,Belém,2710.89,152.78,2.12,2.66,157.55,9148763.17,38513.84,10483648.76,14453576.37,3969927.61,False,0.7383043541153067,43092.07
SHIP_368,Granelheiro,37776.69,18.46,73.69,17081.45,Fortaleza,Paranaguá,2866.89,155.32,1.8,2.57,159.69,7439297.82,20637.14,10187606.65,15242013.7,5054407.05,True,0.9491679877879848,68592.51
SHIP_369,Graneleiro,13600.94,19.6,54.48,9567.39,Fortaleza,Rio Grande,995.24,50.79,1.13,2.77,54.69,1798410.34,26793.95,2348465.4,3050088.72,701623.31,False,0.7460176964976017,12878.85
SHIP_370,Graneleiro,12210.15,16.71,53.45,16359.24,Paranaguá,Manaus,2744.91,164.27,1.17,1.79,167.23,5707453.39,14009.82,8457192.16,9359041.69,901849.53,False,0.6558687155012585,16872.27
SHIP_371,Granelheiro,20103.05,15.77,38.8,17452.26,Paranaguá,Itajaí,2870.63,182.05,1.61,1.53,185.19,4591328.23,21195.71,7844534.4,9500418.62,1655884.21,False,0.9244207212158878,42677.93
SHIP_372,Petroleiro,14616.42,19.2,20.77,17869.33,Manaus,Belém,2327.89,121.24,2.89,2.56,126.7,1637247.32,22548.26,3923855.88,4705289.2,781433.32,False,0.8059232773441036,37614.21
SHIP_373,Container,22895.8,24.74,63.54,9128.59,Rio de Janeiro,Rio Grande,2273.6,91.91,1.54,2.81,96.26,3795608.02,24988.88,4699301.31,6202830.67,1503529.36,False,0.7436735279211941,23664.25
SHIP_374,Gaseiro,12350.15,17.22,45.4,8890.83,Recife,Fortaleza,718.98,41.76,1.18,1.39,44.32,1232391.14,12022.37,1638491.63,2212918.63,574427.0,False,0.6979110887191748,12651.36
SHIP_375,Container,19939.92,21.63,89.65,16386.3,Rio de Janeiro,Recife,2318.82,107.21,1.97,2.39,111.57,6247684.55,32110.49,8108023.45,9620171.54,1512148.09,False,0.8819013152549952,16867.11
SHIP_376,Granelheiro,39207.24,16.54,31.94,9022.62,Rio Grande,Itajaí,1402.69,84.81,1.82,2.36,88.99,1760756.03,12267.22,2575920.27,2869237.95,293317.68,False,0.7181363630593366,9183.41
SHIP_377,Petroleiro,41128.3,17.47,98.08,10172.26,Belém,Santos,1343.28,76.91,1.62,1.24,79.78,4903402.68,14445.49,5729388.38,7787625.4,2058237.02,False,0.8891226395918999,20984.73
