sale_id,customer_id,product_id,sale_date,quantity,amount
607,7,7,2023-01-26 06:00:00,2,200
608,8,8,2023-01-26 07:00:00,3,150
609,9,9,2023-01-26 08:00:00,1,300
610,10,10,2023-01-26 09:00:00,2,250
611,11,11,2023-01-26 10:00:00,1,100
612,12,12,2023-01-26 11:00:00,2,200
613,13,13,2023-01-26 12:00:00,3,150
614,14,14,2023-01-26 13:00:00,1,300
615,15,15,2023-01-26 14:00:00,2,250
616,16,16,2023-01-26 15:00:00,1,100
617,17,17,2023-01-26 16:00:00,2,200
618,18,18,2023-01-26 17:00:00,3,150
619,19,19,2023-01-26 18:00:00,1,300
620,20,20,2023-01-26 19:00:00,2,250
621,21,21,2023-01-26 20:00:00,1,100
622,22,22,2023-01-26 21:00:00,2,200
623,23,23,2023-01-26 22:00:00,3,150
624,24,24,2023-01-26 23:00:00,1,300
625,25,25,2023-01-27 00:00:00,2,250
626,26,26,2023-01-27 01:00:00,1,100
627,27,27,2023-01-27 02:00:00,2,200
628,28,28,2023-01-27 03:00:00,3,150
629,29,29,2023-01-27 04:00:00,1,300
630,30,30,2023-01-27 05:00:00,2,250
631,31,31,2023-01-27 06:00:00,1,100
632,32,32,2023-01-27 07:00:00,2,200
633,33,33,2023-01-27 08:00:00,3,150
634,34,34,2023-01-27 09:00:00,1,300
635,35,35,2023-01-27 10:00:00,2,250
636,36,36,2023-01-27 11:00:00,1,100
637,37,37,2023-01-27 12:00:00,2,200
638,38,38,2023-01-27 13:00:00,3,150
639,39,39,2023-01-27 14:00:00,1,300
640,40,40,2023-01-27 15:00:00,2,250
641,41,41,2023-01-27 16:00:00,1,100
642,42,42,2023-01-27 17:00:00,2,200
643,43,43,2023-01-27 18:00:00,3,150
644,44,44,2023-01-27 19:00:00,1,300
645,45,45,2023-01-27 20:00:00,2,250
646,46,46,2023-01-27 21:00:00,1,100
647,47,47,2023-01-27 22:00:00,2,200
648,48,48,2023-01-27 23:00:00,3,150
649,49,49,2023-01-28 00:00:00,1,300
650,50,50,2023-01-28 01:00:00,2,250
651,51,1,2023-01-28 02:00:00,1,100
652,52,2,2023-01-28 03:00:00,2,200
653,53,3,2023-01-28 04:00:00,3,150
654,54,4,2023-01-28 05:00:00,1,300
655,55,5,2023-01-28 06:00:00,2,250
656,56,6,2023-01-28 07:00:00,1,100
657,57,7,2023-01-28 08:00:00,2,200
658,58,8,2023-01-28 09:00:00,3,150
659,59,9,2023-01-28 10:00:00,1,300
660,60,10,2023-01-28 11:00:00,2,250
661,61,11,2023-01-28 12:00:00,1,100
662,62,12,2023-01-28 13:00:00,2,200
663,63,13,2023-01-28 14:00:00,3,150
664,64,14,2023-01-28 15:00:00,1,300
665,65,15,2023-01-28 16:00:00,2,250
666,66,16,2023-01-28 17:00:00,1,100
667,67,17,2023-01-28 18:00:00,2,200
668,68,18,2023-01-28 19:00:00,3,150
669,69,19,2023-01-28 20:00:00,1,300
670,70,20,2023-01-28 21:00:00,2,250
671,71,21,2023-01-28 22:00:00,1,100
672,72,22,2023-01-28 23:00:00,2,200
673,73,23,2023-01-29 00:00:00,3,150
674,74,24,2023-01-29 01:00:00,1,300
675,75,25,2023-01-29 02:00:00,2,250
676,76,26,2023-01-29 03:00:00,1,100
677,77,27,2023-01-29 04:00:00,2,200
678,78,28,2023-01-29 05:00:00,3,150
679,79,29,2023-01-29 06:00:00,1,300
680,80,30,2023-01-29 07:00:00,2,250
681,81,31,2023-01-29 08:00:00,1,100
682,82,32,2023-01-29 09:00:00,2,200
683,83,33,2023-01-29 10:00:00,3,150
684,84,34,2023-01-29 11:00:00,1,300
685,85,35,2023-01-29 12:00:00,2,250
686,86,36,2023-01-29 13:00:00,1,100
687,87,37,2023-01-29 14:00:00,2,200
688,88,38,2023-01-29 15:00:00,3,150
689,89,39,2023-01-29 16:00:00,1,300
690,90,40,2023-01-29 17:00:00,2,250
691,91,41,2023-01-29 18:00:00,1,100
692,92,42,2023-01-29 19:00:00,2,200
693,93,43,2023-01-29 20:00:00,3,150
694,94,44,2023-01-29 21:00:00,1,300
695,95,45,2023-01-29 22:00:00,2,250
696,96,46,2023-01-29 23:00:00,1,100
697,97,47,2023-01-30 00:00:00,2,200
698,98,48,2023-01-30 01:00:00,3,150
699,99,49,2023-01-30 02:00:00,1,300
700,100,50,2023-01-30 03:00:00,2,250
701,1,1,2023-01-30 04:00:00,1,100
702,2,2,2023-01-30 05:00:00,2,200
703,3,3,2023-01-30 06:00:00,3,150
704,4,4,2023-01-30 07:00:00,1,300
705,5,5,2023-01-30 08:00:00,2,250
706,6,6,2023-01-30 09:00:00,1,100
707,7,7,2023-01-30 10:00:00,2,200
708,8,8,2023-01-30 11:00:00,3,150
709,9,9,2023-01-30 12:00:00,1,300
710,10,10,2023-01-30 13:00:00,2,250
711,11,11,2023-01-30 14:00:00,1,100
712,12,12,2023-01-30 15:00:00,2,200
713,13,13,2023-01-30 16:00:00,3,150
714,14,14,2023-01-30 17:00:00,1,300
715,15,15,2023-01-30 18:00:00,2,250
716,16,16,2023-01-30 19:00:00,1,100
717,17,17,2023-01-30 20:00:00,2,200
718,18,18,2023-01-30 21:00:00,3,150
719,19,19,2023-01-30 22:00:00,1,300
720,20,20,2023-01-30 23:00:00,2,250
721,21,21,2023-01-31 00:00:00,1,100
722,22,22,2023-01-31 01:00:00,2,200
723,23,23,2023-01-31 02:00:00,3,150
724,24,24,2023-01-31 03:00:00,1,300
725,25,25,2023-01-31 04:00:00,2,250
726,26,26,2023-01-31 05:00:00,1,100
727,27,27,2023-01-31 06:00:00,2,200
728,28,28,2023-01-31 07:00:00,3,150
729,29,29,2023-01-31 08:00:00,1,300
730,30,30,2023-01-31 09:00:00,2,250
731,31,31,2023-01-31 10:00:00,1,100
732,32,32,2023-01-31 11:00:00,2,200
733,33,33,2023-01-31 12:00:00,3,150
734,34,34,2023-01-31 13:00:00,1,300
735,35,35,2023-01-31 14:00:00,2,250
736,36,36,2023-01-31 15:00:00,1,100
737,37,37,2023-01-31 16:00:00,2,200
738,38,38,2023-01-31 17:00:00,3,150
739,39,39,2023-01-31 18:00:00,1,300
740,40,40,2023-01-31 19:00:00,2,250
741,41,41,2023-01-31 20:00:00,1,100
742,42,42,2023-01-31 21:00:00,2,200
743,43,43,2023-01-31 22:00:00,3,150
744,44,44,2023-01-31 23:00:00,1,300
745,45,45,2023-02-01 00:00:00,2,250
746,46,46,2023-02-01 01:00:00,1,100
747,47,47,2023-02-01 02:00:00,2,200
748,48,48,2023-02-01 03:00:00,3,150
749,49,49,2023-02-01 04:00:00,1,300
750,50,50,2023-02-01 05:00:00,2,250
751,51,1,2023-02-01 06:00:00,1,100
752,52,2,2023-02-01 07:00:00,2,200
753,53,3,2023-02-01 08:00:00,3,150
754,54,4,2023-02-01 09:00:00,1,300
755,55,5,2023-02-01 10:00:00,2,250
756,56,6,2023-02-01 11:00:00,1,100
757,57,7,2023-02-01 12:00:00,2,200
758,58,8,2023-02-01 13:00:00,3,150
759,59,9,2023-02-01 14:00:00,1,300
760,60,10,2023-02-01 15:00:00,2,250
761,61,11,2023-02-01 16:00:00,1,100
762,62,12,2023-02-01 17:00:00,2,200
763,63,13,2023-02-01 18:00:00,3,150
764,64,14,2023-02-01 19:00:00,1,300
765,65,15,2023-02-01 20:00:00,2,250
766,66,16,2023-02-01 21:00:00,1,100
767,67,17,2023-02-01 22:00:00,2,200
768,68,18,2023-02-01 23:00:00,3,150
769,69,19,2023-02-02 00:00:00,1,300
770,70,20,2023-02-02 01:00:00,2,250
771,71,21,2023-02-02 02:00:00,1,100
772,72,22,2023-02-02 03:00:00,2,200
773,73,23,2023-02-02 04:00:00,3,150
774,74,24,2023-02-02 05:00:00,1,300
775,75,25,2023-02-02 06:00:00,2,250
776,76,26,2023-02-02 07:00:00,1,100
777,77,27,2023-02-02 08:00:00,2,200
778,78,28,2023-02-02 09:00:00,3,150
779,79,29,2023-02-02 10:00:00,1,300
780,80,30,2023-02-02 11:00:00,2,250
781,81,31,2023-02-02 12:00:00,1,100
782,82,32,2023-02-02 13:00:00,2,200
783,83,33,2023-02-02 14:00:00,3,150
784,84,34,2023-02-02 15:00:00,1,300
785,85,35,2023-02-02 16:00:00,2,250
786,86,36,2023-02-02 17:00:00,1,100
787,87,37,2023-02-02 18:00:00,2,200
788,88,38,2023-02-02 19:00:00,3,150
789,89,39,2023-02-02 20:00:00,1,300
790,90,40,2023-02-02 21:00:00,2,250
791,91,41,2023-02-02 22:00:00,1,100
792,92,42,2023-02-02 23:00:00,2,200
793,93,43,2023-02-03 00:00:00,3,150
794,94,44,2023-02-03 01:00:00,1,300
795,95,45,2023-02-03 02:00:00,2,250
796,96,46,2023-02-03 03:00:00,1,100
797,97,47,2023-02-03 04:00:00,2,200
798,98,48,2023-02-03 05:00:00,3,150
799,99,49,2023-02-03 06:00:00,1,300
800,100,50,2023-02-03 07:00:00,2,250
801,1,1,2023-02-03 08:00:00,1,100
802,2,2,2023-02-03 09:00:00,2,200
803,3,3,2023-02-03 10:00:00,3,150
804,4,4,2023-02-03 11:00:00,1,300
805,5,5,2023-02-03 12:00:00,2,250
806,6,6,2023-02-03 13:00:00,1,100
807,7,7,2023-02-03 14:00:00,2,200
808,8,8,2023-02-03 15:00:00,3,150
809,9,9,2023-02-03 16:00:00,1,300
810,10,10,2023-02-03 17:00:00,2,250
811,11,11,2023-02-03 18:00:00,1,100
812,12,12,2023-02-03 19:00:00,2,200
813,13,13,2023-02-03 20:00:00,3,150
814,14,14,2023-02-03 21:00:00,1,300
815,15,15,2023-02-03 22:00:00,2,250
816,16,16,2023-02-03 23:00:00,1,100
817,17,17,2023-02-04 00:00:00,2,200
818,18,18,2023-02-04 01:00:00,3,150
819,19,19,2023-02-04 02:00:00,1,300
820,20,20,2023-02-04 03:00:00,2,250
821,21,21,2023-02-04 04:00:00,1,100
822,22,22,2023-02-04 05:00:00,2,200
823,23,23,2023-02-04 06:00:00,3,150
824,24,24,2023-02-04 07:00:00,1,300
825,25,25,2023-02-04 08:00:00,2,250
826,26,26,2023-02-04 09:00:00,1,100
827,27,27,2023-02-04 10:00:00,2,200
828,28,28,2023-02-04 11:00:00,3,150
829,29,29,2023-02-04 12:00:00,1,300
830,30,30,2023-02-04 13:00:00,2,250
831,31,31,2023-02-04 14:00:00,1,100
832,32,32,2023-02-04 15:00:00,2,200
833,33,33,2023-02-04 16:00:00,3,150
834,34,34,2023-02-04 17:00:00,1,300
835,35,35,2023-02-04 18:00:00,2,250
836,36,36,2023-02-04 19:00:00,1,100
837,37,37,2023-02-04 20:00:00,2,200
838,38,38,2023-02-04 21:00:00,3,150
839,39,39,2023-02-04 22:00:00,1,300
840,40,40,2023-02-04 23:00:00,2,250
841,41,41,2023-02-05 00:00:00,1,100
842,42,42,2023-02-05 01:00:00,2,200
843,43,43,2023-02-05 02:00:00,3,150
844,44,44,2023-02-05 03:00:00,1,300
845,45,45,2023-02-05 04:00:00,2,250
846,46,46,2023-02-05 05:00:00,1,100
847,47,47,2023-02-05 06:00:00,2,200
848,48,48,2023-02-05 07:00:00,3,150
849,49,49,2023-02-05 08:00:00,1,300
850,50,50,2023-02-05 09:00:00,2,250
851,51,1,2023-02-05 10:00:00,1,100
852,52,2,2023-02-05 11:00:00,2,200
853,53,3,2023-02-05 12:00:00,3,150
854,54,4,2023-02-05 13:00:00,1,300
855,55,5,2023-02-05 14:00:00,2,250
856,56,6,2023-02-05 15:00:00,1,100
857,57,7,2023-02-05 16:00:00,2,200
858,58,8,2023-02-05 17:00:00,3,150
859,59,9,2023-02-05 18:00:00,1,300
860,60,10,2023-02-05 19:00:00,2,250
861,61,11,2023-02-05 20:00:00,1,100
862,62,12,2023-02-05 21:00:00,2,200
863,63,13,2023-02-05 22:00:00,3,150
864,64,14,2023-02-05 23:00:00,1,300
865,65,15,2023-02-06 00:00:00,2,250
866,66,16,2023-02-06 01:00:00,1,100
867,67,17,2023-02-06 02:00:00,2,200
868,68,18,2023-02-06 03:00:00,3,150
869,69,19,2023-02-06 04:00:00,1,300
870,70,20,2023-02-06 05:00:00,2,250
871,71,21,2023-02-06 06:00:00,1,100
872,72,22,2023-02-06 07:00:00,2,200
873,73,23,2023-02-06 08:00:00,3,150
874,74,24,2023-02-06 09:00:00,1,300
875,75,25,2023-02-06 10:00:00,2,250
876,76,26,2023-02-06 11:00:00,1,100
877,77,27,2023-02-06 12:00:00,2,200
878,78,28,2023-02-06 13:00:00,3,150
879,79,29,2023-02-06 14:00:00,1,300
880,80,30,2023-02-06 15:00:00,2,250
881,81,31,2023-02-06 16:00:00,1,100
882,82,32,2023-02-06 17:00:00,2,200
883,83,33,2023-02-06 18:00:00,3,150
884,84,34,2023-02-06 19:00:00,1,300
885,85,35,2023-02-06 20:00:00,2,250
886,86,36,2023-02-06 21:00:00,1,100
887,87,37,2023-02-06 22:00:00,2,200
888,88,38,2023-02-06 23:00:00,3,150
889,89,39,2023-02-07 00:00:00,1,300
890,90,40,2023-02-07 01:00:00,2,250
891,91,41,2023-02-07 02:00:00,1,100
892,92,42,2023-02-07 03:00:00,2,200
893,93,43,2023-02-07 04:00:00,3,150
894,94,44,2023-02-07 05:00:00,1,300
895,95,45,2023-02-07 06:00:00,2,250
896,96,46,2023-02-07 07:00:00,1,100
897,97,47,2023-02-07 08:00:00,2,200
898,98,48,2023-02-07 09:00:00,3,150
899,99,49,2023-02-07 10:00:00,1,300
900,100,50,2023-02-07 11:00:00,2,250
901,1,1,2023-02-07 12:00:00,1,100
902,2,2,2023-02-07 13:00:00,2,200
903,3,3,2023-02-07 14:00:00,3,150
904,4,4,2023-02-07 15:00:00,1,300
905,5,5,2023-02-07 16:00:00,2,250
906,6,6,2023-02-07 17:00:00,1,100
907,7,7,2023-02-07 18:00:00,2,200
908,8,8,2023-02-07 19:00:00,3,150
909,9,9,2023-02-07 20:00:00,1,300
910,10,10,2023-02-07 21:00:00,2,250
911,11,11,2023-02-07 22:00:00,1,100
912,12,12,2023-02-07 23:00:00,2,200
913,13,13,2023-02-08 00:00:00,3,150
914,14,14,2023-02-08 01:00:00,1,300
915,15,15,2023-02-08 02:00:00,2,250
916,16,16,2023-02-08 03:00:00,1,100
917,17,17,2023-02-08 04:00:00,2,200
918,18,18,2023-02-08 05:00:00,3,150
919,19,19,2023-02-08 06:00:00,1,300
920,20,20,2023-02-08 07:00:00,2,250
921,21,21,2023-02-08 08:00:00,1,100
922,22,22,2023-02-08 09:00:00,2,200
923,23,23,2023-02-08 10:00:00,3,150
924,24,24,2023-02-08 11:00:00,1,300
925,25,25,2023-02-08 12:00:00,2,250
926,26,26,2023-02-08 13:00:00,1,100
927,27,27,2023-02-08 14:00:00,2,200
928,28,28,2023-02-08 15:00:00,3,150
929,29,29,2023-02-08 16:00:00,1,300
930,30,30,2023-02-08 17:00:00,2,250
931,31,31,2023-02-08 18:00:00,1,100
932,32,32,2023-02-08 19:00:00,2,200
933,33,33,2023-02-08 20:00:00,3,150
934,34,34,2023-02-08 21:00:00,1,300
935,35,35,2023-02-08 22:00:00,2,250
936,36,36,2023-02-08 23:00:00,1,100
937,37,37,2023-02-09 00:00:00,2,200
938,38,38,2023-02-09 01:00:00,3,150
939,39,39,2023-02-09 02:00:00,1,300
940,40,40,2023-02-09 03:00:00,2,250
941,41,41,2023-02-09 04:00:00,1,100
942,42,42,2023-02-09 05:00:00,2,200
943,43,43,2023-02-09 06:00:00,3,150
944,44,44,2023-02-09 07:00:00,1,300
945,45,45,2023-02-09 08:00:00,2,250
946,46,46,2023-02-09 09:00:00,1,100
947,47,47,2023-02-09 10:00:00,2,200
948,48,48,2023-02-09 11:00:00,3,150
949,49,49,2023-02-09 12:00:00,1,300
950,50,50,2023-02-09 13:00:00,2,250
951,51,1,2023-02-09 14:00:00,1,100
952,52,2,2023-02-09 15:00:00,2,200
953,53,3,2023-02-09 16:00:00,3,150
954,54,4,2023-02-09 17:00:00,1,300
955,55,5,2023-02-09 18:00:00,2,250
956,56,6,2023-02-09 19:00:00,1,100
957,57,7,2023-02-09 20:00:00,2,200
958,58,8,2023-02-09 21:00:00,3,150
959,59,9,2023-02-09 22:00:00,1,300
960,60,10,2023-02-09 23:00:00,2,250
961,61,11,2023-02-10 00:00:00,1,100
962,62,12,2023-02-10 01:00:00,2,200
963,63,13,2023-02-10 02:00:00,3,150
964,64,14,2023-02-10 03:00:00,1,300
965,65,15,2023-02-10 04:00:00,2,250
966,66,16,2023-02-10 05:00:00,1,100
967,67,17,2023-02-10 06:00:00,2,200
968,68,18,2023-02-10 07:00:00,3,150
969,69,19,2023-02-10 08:00:00,1,300
970,70,20,2023-02-10 09:00:00,2,250
971,71,21,2023-02-10 10:00:00,1,100
972,72,22,2023-02-10 11:00:00,2,200
973,73,23,2023-02-10 12:00:00,3,150
974,74,24,2023-02-10 13:00:00,1,300
975,75,25,2023-02-10 14:00:00,2,250
976,76,26,2023-02-10 15:00:00,1,100
977,77,27,2023-02-10 16:00:00,2,200
978,78,28,2023-02-10 17:00:00,3,150
979,79,29,2023-02-10 18:00:00,1,300
980,80,30,2023-02-10 19:00:00,2,250
981,81,31,2023-02-10 20:00:00,1,100
982,82,32,2023-02-10 21:00:00,2,200
983,83,33,2023-02-10 22:00:00,3,150
984,84,34,2023-02-10 23:00:00,1,300
985,85,35,2023-02-11 00:00:00,2,250
986,86,36,2023-02-11 01:00:00,1,100
987,87,37,2023-02-11 02:00:00,2,200
988,88,38,2023-02-11 03:00:00,3,150
989,89,39,2023-02-11 04:00:00,1,300
990,90,40,2023-02-11 05:00:00,2,250
991,91,41,2023-02-11 06:00:00,1,100
992,92,42,2023-02-11 07:00:00,2,200
993,93,43,2023-02-11 08:00:00,3,150
994,94,44,2023-02-11 09:00:00,1,300
995,95,45,2023-02-11 10:00:00,2,250
996,96,46,2023-02-11 11:00:00,1,100
997,97,47,2023-02-11 12:00:00,2,200
998,98,48,2023-02-11 13:00:00,3,150
999,99,49,2023-02-11 14:00:00,1,300
1000,100,50,2023-02-11 15:00:00,2,250
