sale_id,customer_id,product_id,sale_date,quantity,amount,total_amount,sale_year,sale_month,sale_quarter
435,35,35,2023-01-19 02:00:00,2,250,500,2023,1,1
436,36,36,2023-01-19 03:00:00,1,100,100,2023,1,1
437,37,37,2023-01-19 04:00:00,2,200,400,2023,1,1
438,38,38,2023-01-19 05:00:00,3,150,450,2023,1,1
439,39,39,2023-01-19 06:00:00,1,300,300,2023,1,1
440,40,40,2023-01-19 07:00:00,2,250,500,2023,1,1
441,41,41,2023-01-19 08:00:00,1,100,100,2023,1,1
442,42,42,2023-01-19 09:00:00,2,200,400,2023,1,1
443,43,43,2023-01-19 10:00:00,3,150,450,2023,1,1
444,44,44,2023-01-19 11:00:00,1,300,300,2023,1,1
445,45,45,2023-01-19 12:00:00,2,250,500,2023,1,1
446,46,46,2023-01-19 13:00:00,1,100,100,2023,1,1
447,47,47,2023-01-19 14:00:00,2,200,400,2023,1,1
448,48,48,2023-01-19 15:00:00,3,150,450,2023,1,1
449,49,49,2023-01-19 16:00:00,1,300,300,2023,1,1
450,50,50,2023-01-19 17:00:00,2,250,500,2023,1,1
451,51,1,2023-01-19 18:00:00,1,100,100,2023,1,1
452,52,2,2023-01-19 19:00:00,2,200,400,2023,1,1
453,53,3,2023-01-19 20:00:00,3,150,450,2023,1,1
454,54,4,2023-01-19 21:00:00,1,300,300,2023,1,1
455,55,5,2023-01-19 22:00:00,2,250,500,2023,1,1
456,56,6,2023-01-19 23:00:00,1,100,100,2023,1,1
457,57,7,2023-01-20 00:00:00,2,200,400,2023,1,1
458,58,8,2023-01-20 01:00:00,3,150,450,2023,1,1
459,59,9,2023-01-20 02:00:00,1,300,300,2023,1,1
460,60,10,2023-01-20 03:00:00,2,250,500,2023,1,1
461,61,11,2023-01-20 04:00:00,1,100,100,2023,1,1
462,62,12,2023-01-20 05:00:00,2,200,400,2023,1,1
463,63,13,2023-01-20 06:00:00,3,150,450,2023,1,1
464,64,14,2023-01-20 07:00:00,1,300,300,2023,1,1
465,65,15,2023-01-20 08:00:00,2,250,500,2023,1,1
466,66,16,2023-01-20 09:00:00,1,100,100,2023,1,1
467,67,17,2023-01-20 10:00:00,2,200,400,2023,1,1
468,68,18,2023-01-20 11:00:00,3,150,450,2023,1,1
469,69,19,2023-01-20 12:00:00,1,300,300,2023,1,1
470,70,20,2023-01-20 13:00:00,2,250,500,2023,1,1
471,71,21,2023-01-20 14:00:00,1,100,100,2023,1,1
472,72,22,2023-01-20 15:00:00,2,200,400,2023,1,1
473,73,23,2023-01-20 16:00:00,3,150,450,2023,1,1
474,74,24,2023-01-20 17:00:00,1,300,300,2023,1,1
475,75,25,2023-01-20 18:00:00,2,250,500,2023,1,1
476,76,26,2023-01-20 19:00:00,1,100,100,2023,1,1
477,77,27,2023-01-20 20:00:00,2,200,400,2023,1,1
478,78,28,2023-01-20 21:00:00,3,150,450,2023,1,1
479,79,29,2023-01-20 22:00:00,1,300,300,2023,1,1
480,80,30,2023-01-20 23:00:00,2,250,500,2023,1,1
481,81,31,2023-01-21 00:00:00,1,100,100,2023,1,1
482,82,32,2023-01-21 01:00:00,2,200,400,2023,1,1
483,83,33,2023-01-21 02:00:00,3,150,450,2023,1,1
484,84,34,2023-01-21 03:00:00,1,300,300,2023,1,1
485,85,35,2023-01-21 04:00:00,2,250,500,2023,1,1
486,86,36,2023-01-21 05:00:00,1,100,100,2023,1,1
487,87,37,2023-01-21 06:00:00,2,200,400,2023,1,1
488,88,38,2023-01-21 07:00:00,3,150,450,2023,1,1
489,89,39,2023-01-21 08:00:00,1,300,300,2023,1,1
490,90,40,2023-01-21 09:00:00,2,250,500,2023,1,1
491,91,41,2023-01-21 10:00:00,1,100,100,2023,1,1
492,92,42,2023-01-21 11:00:00,2,200,400,2023,1,1
493,93,43,2023-01-21 12:00:00,3,150,450,2023,1,1
494,94,44,2023-01-21 13:00:00,1,300,300,2023,1,1
495,95,45,2023-01-21 14:00:00,2,250,500,2023,1,1
496,96,46,2023-01-21 15:00:00,1,100,100,2023,1,1
497,97,47,2023-01-21 16:00:00,2,200,400,2023,1,1
498,98,48,2023-01-21 17:00:00,3,150,450,2023,1,1
499,99,49,2023-01-21 18:00:00,1,300,300,2023,1,1
500,100,50,2023-01-21 19:00:00,2,250,500,2023,1,1
501,1,1,2023-01-21 20:00:00,1,100,100,2023,1,1
502,2,2,2023-01-21 21:00:00,2,200,400,2023,1,1
503,3,3,2023-01-21 22:00:00,3,150,450,2023,1,1
504,4,4,2023-01-21 23:00:00,1,300,300,2023,1,1
505,5,5,2023-01-22 00:00:00,2,250,500,2023,1,1
506,6,6,2023-01-22 01:00:00,1,100,100,2023,1,1
507,7,7,2023-01-22 02:00:00,2,200,400,2023,1,1
508,8,8,2023-01-22 03:00:00,3,150,450,2023,1,1
509,9,9,2023-01-22 04:00:00,1,300,300,2023,1,1
510,10,10,2023-01-22 05:00:00,2,250,500,2023,1,1
511,11,11,2023-01-22 06:00:00,1,100,100,2023,1,1
512,12,12,2023-01-22 07:00:00,2,200,400,2023,1,1
513,13,13,2023-01-22 08:00:00,3,150,450,2023,1,1
514,14,14,2023-01-22 09:00:00,1,300,300,2023,1,1
515,15,15,2023-01-22 10:00:00,2,250,500,2023,1,1
516,16,16,2023-01-22 11:00:00,1,100,100,2023,1,1
517,17,17,2023-01-22 12:00:00,2,200,400,2023,1,1
518,18,18,2023-01-22 13:00:00,3,150,450,2023,1,1
519,19,19,2023-01-22 14:00:00,1,300,300,2023,1,1
520,20,20,2023-01-22 15:00:00,2,250,500,2023,1,1
521,21,21,2023-01-22 16:00:00,1,100,100,2023,1,1
522,22,22,2023-01-22 17:00:00,2,200,400,2023,1,1
523,23,23,2023-01-22 18:00:00,3,150,450,2023,1,1
524,24,24,2023-01-22 19:00:00,1,300,300,2023,1,1
525,25,25,2023-01-22 20:00:00,2,250,500,2023,1,1
526,26,26,2023-01-22 21:00:00,1,100,100,2023,1,1
527,27,27,2023-01-22 22:00:00,2,200,400,2023,1,1
528,28,28,2023-01-22 23:00:00,3,150,450,2023,1,1
529,29,29,2023-01-23 00:00:00,1,300,300,2023,1,1
530,30,30,2023-01-23 01:00:00,2,250,500,2023,1,1
531,31,31,2023-01-23 02:00:00,1,100,100,2023,1,1
532,32,32,2023-01-23 03:00:00,2,200,400,2023,1,1
533,33,33,2023-01-23 04:00:00,3,150,450,2023,1,1
534,34,34,2023-01-23 05:00:00,1,300,300,2023,1,1
535,35,35,2023-01-23 06:00:00,2,250,500,2023,1,1
536,36,36,2023-01-23 07:00:00,1,100,100,2023,1,1
537,37,37,2023-01-23 08:00:00,2,200,400,2023,1,1
538,38,38,2023-01-23 09:00:00,3,150,450,2023,1,1
539,39,39,2023-01-23 10:00:00,1,300,300,2023,1,1
540,40,40,2023-01-23 11:00:00,2,250,500,2023,1,1
541,41,41,2023-01-23 12:00:00,1,100,100,2023,1,1
542,42,42,2023-01-23 13:00:00,2,200,400,2023,1,1
543,43,43,2023-01-23 14:00:00,3,150,450,2023,1,1
544,44,44,2023-01-23 15:00:00,1,300,300,2023,1,1
545,45,45,2023-01-23 16:00:00,2,250,500,2023,1,1
546,46,46,2023-01-23 17:00:00,1,100,100,2023,1,1
547,47,47,2023-01-23 18:00:00,2,200,400,2023,1,1
548,48,48,2023-01-23 19:00:00,3,150,450,2023,1,1
549,49,49,2023-01-23 20:00:00,1,300,300,2023,1,1
550,50,50,2023-01-23 21:00:00,2,250,500,2023,1,1
551,51,1,2023-01-23 22:00:00,1,100,100,2023,1,1
552,52,2,2023-01-23 23:00:00,2,200,400,2023,1,1
553,53,3,2023-01-24 00:00:00,3,150,450,2023,1,1
554,54,4,2023-01-24 01:00:00,1,300,300,2023,1,1
555,55,5,2023-01-24 02:00:00,2,250,500,2023,1,1
556,56,6,2023-01-24 03:00:00,1,100,100,2023,1,1
557,57,7,2023-01-24 04:00:00,2,200,400,2023,1,1
558,58,8,2023-01-24 05:00:00,3,150,450,2023,1,1
559,59,9,2023-01-24 06:00:00,1,300,300,2023,1,1
560,60,10,2023-01-24 07:00:00,2,250,500,2023,1,1
561,61,11,2023-01-24 08:00:00,1,100,100,2023,1,1
562,62,12,2023-01-24 09:00:00,2,200,400,2023,1,1
563,63,13,2023-01-24 10:00:00,3,150,450,2023,1,1
564,64,14,2023-01-24 11:00:00,1,300,300,2023,1,1
565,65,15,2023-01-24 12:00:00,2,250,500,2023,1,1
566,66,16,2023-01-24 13:00:00,1,100,100,2023,1,1
567,67,17,2023-01-24 14:00:00,2,200,400,2023,1,1
568,68,18,2023-01-24 15:00:00,3,150,450,2023,1,1
569,69,19,2023-01-24 16:00:00,1,300,300,2023,1,1
570,70,20,2023-01-24 17:00:00,2,250,500,2023,1,1
571,71,21,2023-01-24 18:00:00,1,100,100,2023,1,1
572,72,22,2023-01-24 19:00:00,2,200,400,2023,1,1
573,73,23,2023-01-24 20:00:00,3,150,450,2023,1,1
574,74,24,2023-01-24 21:00:00,1,300,300,2023,1,1
575,75,25,2023-01-24 22:00:00,2,250,500,2023,1,1
576,76,26,2023-01-24 23:00:00,1,100,100,2023,1,1
577,77,27,2023-01-25 00:00:00,2,200,400,2023,1,1
578,78,28,2023-01-25 01:00:00,3,150,450,2023,1,1
579,79,29,2023-01-25 02:00:00,1,300,300,2023,1,1
580,80,30,2023-01-25 03:00:00,2,250,500,2023,1,1
581,81,31,2023-01-25 04:00:00,1,100,100,2023,1,1
582,82,32,2023-01-25 05:00:00,2,200,400,2023,1,1
583,83,33,2023-01-25 06:00:00,3,150,450,2023,1,1
584,84,34,2023-01-25 07:00:00,1,300,300,2023,1,1
585,85,35,2023-01-25 08:00:00,2,250,500,2023,1,1
586,86,36,2023-01-25 09:00:00,1,100,100,2023,1,1
587,87,37,2023-01-25 10:00:00,2,200,400,2023,1,1
588,88,38,2023-01-25 11:00:00,3,150,450,2023,1,1
589,89,39,2023-01-25 12:00:00,1,300,300,2023,1,1
590,90,40,2023-01-25 13:00:00,2,250,500,2023,1,1
591,91,41,2023-01-25 14:00:00,1,100,100,2023,1,1
592,92,42,2023-01-25 15:00:00,2,200,400,2023,1,1
593,93,43,2023-01-25 16:00:00,3,150,450,2023,1,1
594,94,44,2023-01-25 17:00:00,1,300,300,2023,1,1
595,95,45,2023-01-25 18:00:00,2,250,500,2023,1,1
596,96,46,2023-01-25 19:00:00,1,100,100,2023,1,1
597,97,47,2023-01-25 20:00:00,2,200,400,2023,1,1
598,98,48,2023-01-25 21:00:00,3,150,450,2023,1,1
599,99,49,2023-01-25 22:00:00,1,300,300,2023,1,1
600,100,50,2023-01-25 23:00:00,2,250,500,2023,1,1
601,1,1,2023-01-26 00:00:00,1,100,100,2023,1,1
602,2,2,2023-01-26 01:00:00,2,200,400,2023,1,1
603,3,3,2023-01-26 02:00:00,3,150,450,2023,1,1
604,4,4,2023-01-26 03:00:00,1,300,300,2023,1,1
605,5,5,2023-01-26 04:00:00,2,250,500,2023,1,1
606,6,6,2023-01-26 05:00:00,1,100,100,2023,1,1
607,7,7,2023-01-26 06:00:00,2,200,400,2023,1,1
608,8,8,2023-01-26 07:00:00,3,150,450,2023,1,1
609,9,9,2023-01-26 08:00:00,1,300,300,2023,1,1
610,10,10,2023-01-26 09:00:00,2,250,500,2023,1,1
611,11,11,2023-01-26 10:00:00,1,100,100,2023,1,1
612,12,12,2023-01-26 11:00:00,2,200,400,2023,1,1
613,13,13,2023-01-26 12:00:00,3,150,450,2023,1,1
614,14,14,2023-01-26 13:00:00,1,300,300,2023,1,1
615,15,15,2023-01-26 14:00:00,2,250,500,2023,1,1
616,16,16,2023-01-26 15:00:00,1,100,100,2023,1,1
617,17,17,2023-01-26 16:00:00,2,200,400,2023,1,1
618,18,18,2023-01-26 17:00:00,3,150,450,2023,1,1
619,19,19,2023-01-26 18:00:00,1,300,300,2023,1,1
620,20,20,2023-01-26 19:00:00,2,250,500,2023,1,1
621,21,21,2023-01-26 20:00:00,1,100,100,2023,1,1
622,22,22,2023-01-26 21:00:00,2,200,400,2023,1,1
623,23,23,2023-01-26 22:00:00,3,150,450,2023,1,1
624,24,24,2023-01-26 23:00:00,1,300,300,2023,1,1
625,25,25,2023-01-27 00:00:00,2,250,500,2023,1,1
626,26,26,2023-01-27 01:00:00,1,100,100,2023,1,1
627,27,27,2023-01-27 02:00:00,2,200,400,2023,1,1
628,28,28,2023-01-27 03:00:00,3,150,450,2023,1,1
629,29,29,2023-01-27 04:00:00,1,300,300,2023,1,1
630,30,30,2023-01-27 05:00:00,2,250,500,2023,1,1
631,31,31,2023-01-27 06:00:00,1,100,100,2023,1,1
632,32,32,2023-01-27 07:00:00,2,200,400,2023,1,1
633,33,33,2023-01-27 08:00:00,3,150,450,2023,1,1
634,34,34,2023-01-27 09:00:00,1,300,300,2023,1,1
635,35,35,2023-01-27 10:00:00,2,250,500,2023,1,1
636,36,36,2023-01-27 11:00:00,1,100,100,2023,1,1
637,37,37,2023-01-27 12:00:00,2,200,400,2023,1,1
638,38,38,2023-01-27 13:00:00,3,150,450,2023,1,1
639,39,39,2023-01-27 14:00:00,1,300,300,2023,1,1
640,40,40,2023-01-27 15:00:00,2,250,500,2023,1,1
641,41,41,2023-01-27 16:00:00,1,100,100,2023,1,1
642,42,42,2023-01-27 17:00:00,2,200,400,2023,1,1
643,43,43,2023-01-27 18:00:00,3,150,450,2023,1,1
644,44,44,2023-01-27 19:00:00,1,300,300,2023,1,1
645,45,45,2023-01-27 20:00:00,2,250,500,2023,1,1
646,46,46,2023-01-27 21:00:00,1,100,100,2023,1,1
647,47,47,2023-01-27 22:00:00,2,200,400,2023,1,1
648,48,48,2023-01-27 23:00:00,3,150,450,2023,1,1
649,49,49,2023-01-28 00:00:00,1,300,300,2023,1,1
650,50,50,2023-01-28 01:00:00,2,250,500,2023,1,1
651,51,1,2023-01-28 02:00:00,1,100,100,2023,1,1
652,52,2,2023-01-28 03:00:00,2,200,400,2023,1,1
653,53,3,2023-01-28 04:00:00,3,150,450,2023,1,1
654,54,4,2023-01-28 05:00:00,1,300,300,2023,1,1
655,55,5,2023-01-28 06:00:00,2,250,500,2023,1,1
656,56,6,2023-01-28 07:00:00,1,100,100,2023,1,1
657,57,7,2023-01-28 08:00:00,2,200,400,2023,1,1
658,58,8,2023-01-28 09:00:00,3,150,450,2023,1,1
659,59,9,2023-01-28 10:00:00,1,300,300,2023,1,1
660,60,10,2023-01-28 11:00:00,2,250,500,2023,1,1
661,61,11,2023-01-28 12:00:00,1,100,100,2023,1,1
662,62,12,2023-01-28 13:00:00,2,200,400,2023,1,1
663,63,13,2023-01-28 14:00:00,3,150,450,2023,1,1
664,64,14,2023-01-28 15:00:00,1,300,300,2023,1,1
665,65,15,2023-01-28 16:00:00,2,250,500,2023,1,1
666,66,16,2023-01-28 17:00:00,1,100,100,2023,1,1
667,67,17,2023-01-28 18:00:00,2,200,400,2023,1,1
668,68,18,2023-01-28 19:00:00,3,150,450,2023,1,1
669,69,19,2023-01-28 20:00:00,1,300,300,2023,1,1
670,70,20,2023-01-28 21:00:00,2,250,500,2023,1,1
671,71,21,2023-01-28 22:00:00,1,100,100,2023,1,1
672,72,22,2023-01-28 23:00:00,2,200,400,2023,1,1
673,73,23,2023-01-29 00:00:00,3,150,450,2023,1,1
674,74,24,2023-01-29 01:00:00,1,300,300,2023,1,1
675,75,25,2023-01-29 02:00:00,2,250,500,2023,1,1
676,76,26,2023-01-29 03:00:00,1,100,100,2023,1,1
677,77,27,2023-01-29 04:00:00,2,200,400,2023,1,1
678,78,28,2023-01-29 05:00:00,3,150,450,2023,1,1
679,79,29,2023-01-29 06:00:00,1,300,300,2023,1,1
680,80,30,2023-01-29 07:00:00,2,250,500,2023,1,1
681,81,31,2023-01-29 08:00:00,1,100,100,2023,1,1
682,82,32,2023-01-29 09:00:00,2,200,400,2023,1,1
683,83,33,2023-01-29 10:00:00,3,150,450,2023,1,1
684,84,34,2023-01-29 11:00:00,1,300,300,2023,1,1
685,85,35,2023-01-29 12:00:00,2,250,500,2023,1,1
686,86,36,2023-01-29 13:00:00,1,100,100,2023,1,1
687,87,37,2023-01-29 14:00:00,2,200,400,2023,1,1
688,88,38,2023-01-29 15:00:00,3,150,450,2023,1,1
689,89,39,2023-01-29 16:00:00,1,300,300,2023,1,1
690,90,40,2023-01-29 17:00:00,2,250,500,2023,1,1
691,91,41,2023-01-29 18:00:00,1,100,100,2023,1,1
692,92,42,2023-01-29 19:00:00,2,200,400,2023,1,1
693,93,43,2023-01-29 20:00:00,3,150,450,2023,1,1
694,94,44,2023-01-29 21:00:00,1,300,300,2023,1,1
695,95,45,2023-01-29 22:00:00,2,250,500,2023,1,1
696,96,46,2023-01-29 23:00:00,1,100,100,2023,1,1
697,97,47,2023-01-30 00:00:00,2,200,400,2023,1,1
698,98,48,2023-01-30 01:00:00,3,150,450,2023,1,1
699,99,49,2023-01-30 02:00:00,1,300,300,2023,1,1
700,100,50,2023-01-30 03:00:00,2,250,500,2023,1,1
701,1,1,2023-01-30 04:00:00,1,100,100,2023,1,1
702,2,2,2023-01-30 05:00:00,2,200,400,2023,1,1
703,3,3,2023-01-30 06:00:00,3,150,450,2023,1,1
704,4,4,2023-01-30 07:00:00,1,300,300,2023,1,1
705,5,5,2023-01-30 08:00:00,2,250,500,2023,1,1
706,6,6,2023-01-30 09:00:00,1,100,100,2023,1,1
707,7,7,2023-01-30 10:00:00,2,200,400,2023,1,1
708,8,8,2023-01-30 11:00:00,3,150,450,2023,1,1
709,9,9,2023-01-30 12:00:00,1,300,300,2023,1,1
710,10,10,2023-01-30 13:00:00,2,250,500,2023,1,1
711,11,11,2023-01-30 14:00:00,1,100,100,2023,1,1
712,12,12,2023-01-30 15:00:00,2,200,400,2023,1,1
713,13,13,2023-01-30 16:00:00,3,150,450,2023,1,1
714,14,14,2023-01-30 17:00:00,1,300,300,2023,1,1
715,15,15,2023-01-30 18:00:00,2,250,500,2023,1,1
716,16,16,2023-01-30 19:00:00,1,100,100,2023,1,1
717,17,17,2023-01-30 20:00:00,2,200,400,2023,1,1
718,18,18,2023-01-30 21:00:00,3,150,450,2023,1,1
719,19,19,2023-01-30 22:00:00,1,300,300,2023,1,1
720,20,20,2023-01-30 23:00:00,2,250,500,2023,1,1
721,21,21,2023-01-31 00:00:00,1,100,100,2023,1,1
722,22,22,2023-01-31 01:00:00,2,200,400,2023,1,1
723,23,23,2023-01-31 02:00:00,3,150,450,2023,1,1
724,24,24,2023-01-31 03:00:00,1,300,300,2023,1,1
725,25,25,2023-01-31 04:00:00,2,250,500,2023,1,1
726,26,26,2023-01-31 05:00:00,1,100,100,2023,1,1
727,27,27,2023-01-31 06:00:00,2,200,400,2023,1,1
728,28,28,2023-01-31 07:00:00,3,150,450,2023,1,1
729,29,29,2023-01-31 08:00:00,1,300,300,2023,1,1
730,30,30,2023-01-31 09:00:00,2,250,500,2023,1,1
731,31,31,2023-01-31 10:00:00,1,100,100,2023,1,1
732,32,32,2023-01-31 11:00:00,2,200,400,2023,1,1
733,33,33,2023-01-31 12:00:00,3,150,450,2023,1,1
734,34,34,2023-01-31 13:00:00,1,300,300,2023,1,1
735,35,35,2023-01-31 14:00:00,2,250,500,2023,1,1
736,36,36,2023-01-31 15:00:00,1,100,100,2023,1,1
737,37,37,2023-01-31 16:00:00,2,200,400,2023,1,1
738,38,38,2023-01-31 17:00:00,3,150,450,2023,1,1
739,39,39,2023-01-31 18:00:00,1,300,300,2023,1,1
740,40,40,2023-01-31 19:00:00,2,250,500,2023,1,1
741,41,41,2023-01-31 20:00:00,1,100,100,2023,1,1
742,42,42,2023-01-31 21:00:00,2,200,400,2023,1,1
743,43,43,2023-01-31 22:00:00,3,150,450,2023,1,1
744,44,44,2023-01-31 23:00:00,1,300,300,2023,1,1
745,45,45,2023-02-01 00:00:00,2,250,500,2023,2,1
746,46,46,2023-02-01 01:00:00,1,100,100,2023,2,1
747,47,47,2023-02-01 02:00:00,2,200,400,2023,2,1
748,48,48,2023-02-01 03:00:00,3,150,450,2023,2,1
749,49,49,2023-02-01 04:00:00,1,300,300,2023,2,1
750,50,50,2023-02-01 05:00:00,2,250,500,2023,2,1
751,51,1,2023-02-01 06:00:00,1,100,100,2023,2,1
752,52,2,2023-02-01 07:00:00,2,200,400,2023,2,1
753,53,3,2023-02-01 08:00:00,3,150,450,2023,2,1
754,54,4,2023-02-01 09:00:00,1,300,300,2023,2,1
755,55,5,2023-02-01 10:00:00,2,250,500,2023,2,1
756,56,6,2023-02-01 11:00:00,1,100,100,2023,2,1
757,57,7,2023-02-01 12:00:00,2,200,400,2023,2,1
758,58,8,2023-02-01 13:00:00,3,150,450,2023,2,1
759,59,9,2023-02-01 14:00:00,1,300,300,2023,2,1
760,60,10,2023-02-01 15:00:00,2,250,500,2023,2,1
761,61,11,2023-02-01 16:00:00,1,100,100,2023,2,1
762,62,12,2023-02-01 17:00:00,2,200,400,2023,2,1
763,63,13,2023-02-01 18:00:00,3,150,450,2023,2,1
764,64,14,2023-02-01 19:00:00,1,300,300,2023,2,1
765,65,15,2023-02-01 20:00:00,2,250,500,2023,2,1
766,66,16,2023-02-01 21:00:00,1,100,100,2023,2,1
767,67,17,2023-02-01 22:00:00,2,200,400,2023,2,1
768,68,18,2023-02-01 23:00:00,3,150,450,2023,2,1
769,69,19,2023-02-02 00:00:00,1,300,300,2023,2,1
770,70,20,2023-02-02 01:00:00,2,250,500,2023,2,1
771,71,21,2023-02-02 02:00:00,1,100,100,2023,2,1
772,72,22,2023-02-02 03:00:00,2,200,400,2023,2,1
773,73,23,2023-02-02 04:00:00,3,150,450,2023,2,1
774,74,24,2023-02-02 05:00:00,1,300,300,2023,2,1
775,75,25,2023-02-02 06:00:00,2,250,500,2023,2,1
776,76,26,2023-02-02 07:00:00,1,100,100,2023,2,1
777,77,27,2023-02-02 08:00:00,2,200,400,2023,2,1
778,78,28,2023-02-02 09:00:00,3,150,450,2023,2,1
779,79,29,2023-02-02 10:00:00,1,300,300,2023,2,1
780,80,30,2023-02-02 11:00:00,2,250,500,2023,2,1
781,81,31,2023-02-02 12:00:00,1,100,100,2023,2,1
782,82,32,2023-02-02 13:00:00,2,200,400,2023,2,1
783,83,33,2023-02-02 14:00:00,3,150,450,2023,2,1
784,84,34,2023-02-02 15:00:00,1,300,300,2023,2,1
785,85,35,2023-02-02 16:00:00,2,250,500,2023,2,1
786,86,36,2023-02-02 17:00:00,1,100,100,2023,2,1
787,87,37,2023-02-02 18:00:00,2,200,400,2023,2,1
788,88,38,2023-02-02 19:00:00,3,150,450,2023,2,1
789,89,39,2023-02-02 20:00:00,1,300,300,2023,2,1
790,90,40,2023-02-02 21:00:00,2,250,500,2023,2,1
791,91,41,2023-02-02 22:00:00,1,100,100,2023,2,1
792,92,42,2023-02-02 23:00:00,2,200,400,2023,2,1
793,93,43,2023-02-03 00:00:00,3,150,450,2023,2,1
794,94,44,2023-02-03 01:00:00,1,300,300,2023,2,1
795,95,45,2023-02-03 02:00:00,2,250,500,2023,2,1
796,96,46,2023-02-03 03:00:00,1,100,100,2023,2,1
797,97,47,2023-02-03 04:00:00,2,200,400,2023,2,1
798,98,48,2023-02-03 05:00:00,3,150,450,2023,2,1
799,99,49,2023-02-03 06:00:00,1,300,300,2023,2,1
800,100,50,2023-02-03 07:00:00,2,250,500,2023,2,1
801,1,1,2023-02-03 08:00:00,1,100,100,2023,2,1
802,2,2,2023-02-03 09:00:00,2,200,400,2023,2,1
803,3,3,2023-02-03 10:00:00,3,150,450,2023,2,1
804,4,4,2023-02-03 11:00:00,1,300,300,2023,2,1
805,5,5,2023-02-03 12:00:00,2,250,500,2023,2,1
806,6,6,2023-02-03 13:00:00,1,100,100,2023,2,1
807,7,7,2023-02-03 14:00:00,2,200,400,2023,2,1
808,8,8,2023-02-03 15:00:00,3,150,450,2023,2,1
809,9,9,2023-02-03 16:00:00,1,300,300,2023,2,1
810,10,10,2023-02-03 17:00:00,2,250,500,2023,2,1
811,11,11,2023-02-03 18:00:00,1,100,100,2023,2,1
812,12,12,2023-02-03 19:00:00,2,200,400,2023,2,1
813,13,13,2023-02-03 20:00:00,3,150,450,2023,2,1
814,14,14,2023-02-03 21:00:00,1,300,300,2023,2,1
815,15,15,2023-02-03 22:00:00,2,250,500,2023,2,1
816,16,16,2023-02-03 23:00:00,1,100,100,2023,2,1
817,17,17,2023-02-04 00:00:00,2,200,400,2023,2,1
818,18,18,2023-02-04 01:00:00,3,150,450,2023,2,1
819,19,19,2023-02-04 02:00:00,1,300,300,2023,2,1
820,20,20,2023-02-04 03:00:00,2,250,500,2023,2,1
821,21,21,2023-02-04 04:00:00,1,100,100,2023,2,1
822,22,22,2023-02-04 05:00:00,2,200,400,2023,2,1
823,23,23,2023-02-04 06:00:00,3,150,450,2023,2,1
824,24,24,2023-02-04 07:00:00,1,300,300,2023,2,1
825,25,25,2023-02-04 08:00:00,2,250,500,2023,2,1
826,26,26,2023-02-04 09:00:00,1,100,100,2023,2,1
827,27,27,2023-02-04 10:00:00,2,200,400,2023,2,1
828,28,28,2023-02-04 11:00:00,3,150,450,2023,2,1
829,29,29,2023-02-04 12:00:00,1,300,300,2023,2,1
830,30,30,2023-02-04 13:00:00,2,250,500,2023,2,1
831,31,31,2023-02-04 14:00:00,1,100,100,2023,2,1
832,32,32,2023-02-04 15:00:00,2,200,400,2023,2,1
833,33,33,2023-02-04 16:00:00,3,150,450,2023,2,1
834,34,34,2023-02-04 17:00:00,1,300,300,2023,2,1
835,35,35,2023-02-04 18:00:00,2,250,500,2023,2,1
836,36,36,2023-02-04 19:00:00,1,100,100,2023,2,1
837,37,37,2023-02-04 20:00:00,2,200,400,2023,2,1
838,38,38,2023-02-04 21:00:00,3,150,450,2023,2,1
839,39,39,2023-02-04 22:00:00,1,300,300,2023,2,1
840,40,40,2023-02-04 23:00:00,2,250,500,2023,2,1
841,41,41,2023-02-05 00:00:00,1,100,100,2023,2,1
842,42,42,2023-02-05 01:00:00,2,200,400,2023,2,1
843,43,43,2023-02-05 02:00:00,3,150,450,2023,2,1
844,44,44,2023-02-05 03:00:00,1,300,300,2023,2,1
845,45,45,2023-02-05 04:00:00,2,250,500,2023,2,1
846,46,46,2023-02-05 05:00:00,1,100,100,2023,2,1
847,47,47,2023-02-05 06:00:00,2,200,400,2023,2,1
848,48,48,2023-02-05 07:00:00,3,150,450,2023,2,1
849,49,49,2023-02-05 08:00:00,1,300,300,2023,2,1
850,50,50,2023-02-05 09:00:00,2,250,500,2023,2,1
851,51,1,2023-02-05 10:00:00,1,100,100,2023,2,1
852,52,2,2023-02-05 11:00:00,2,200,400,2023,2,1
853,53,3,2023-02-05 12:00:00,3,150,450,2023,2,1
854,54,4,2023-02-05 13:00:00,1,300,300,2023,2,1
855,55,5,2023-02-05 14:00:00,2,250,500,2023,2,1
856,56,6,2023-02-05 15:00:00,1,100,100,2023,2,1
857,57,7,2023-02-05 16:00:00,2,200,400,2023,2,1
858,58,8,2023-02-05 17:00:00,3,150,450,2023,2,1
859,59,9,2023-02-05 18:00:00,1,300,300,2023,2,1
860,60,10,2023-02-05 19:00:00,2,250,500,2023,2,1
861,61,11,2023-02-05 20:00:00,1,100,100,2023,2,1
862,62,12,2023-02-05 21:00:00,2,200,400,2023,2,1
863,63,13,2023-02-05 22:00:00,3,150,450,2023,2,1
864,64,14,2023-02-05 23:00:00,1,300,300,2023,2,1
865,65,15,2023-02-06 00:00:00,2,250,500,2023,2,1
866,66,16,2023-02-06 01:00:00,1,100,100,2023,2,1
867,67,17,2023-02-06 02:00:00,2,200,400,2023,2,1
868,68,18,2023-02-06 03:00:00,3,150,450,2023,2,1
869,69,19,2023-02-06 04:00:00,1,300,300,2023,2,1
870,70,20,2023-02-06 05:00:00,2,250,500,2023,2,1
