empresa_id,setor,provincia,tamanho,invest_ergonomia,invest_saude_mental,burnout_medio,acidentes_ano,produtividade,lucratividade_mil,turnover,satisfacao,invest_total,custo_acidentes,roi
147,Manufactura,Cabo Delgado,Média,78237.53037789055,19490.888174451462,2.8822925593826474,4,70.07197637305902,171.2941825018291,9.87864086319364,6.460758717152965,97728.41855234202,30000,44.57839858132347
148,Comércio,Maputo,Média,24244.491094035246,5000.0,3.3533441922274214,1,94.83003754037004,197.2831352662043,22.021319383664032,7.680056303541399,29244.491094035246,7500,548.9534547069372
149,Comércio,Zambézia,Pequena,55957.8983295738,30662.808797173704,3.290080780403731,3,89.53594304235963,718.9653383459813,20.59786009636639,7.89201277476929,86620.7071267475,22500,704.0402363916061
150,Serviços,Maputo,Pequena,89631.58329630381,32683.429494861462,4.368716861646047,7,101.84295930600712,477.6315663718407,17.091520619338297,7.341399878182983,122315.01279116527,52500,247.5710435461342
151,Serviços,Sofala,Pequena,53313.17887137065,21169.165864474362,3.769765418043098,2,87.97727979007799,146.6412326006656,13.684080059222683,5.891364428697319,74482.344735845,15000,76.74152588447257
152,Agricultura,Manica,Grande,75044.25819519635,31546.54162908008,3.91079166554276,9,60.15262606112146,427.7413424311614,27.699422964704496,5.371686779399889,106590.79982427643,67500,237.96663785715882
153,Mineração,Cabo Delgado,Média,10000.0,24510.348109777762,4.218613762199884,5,79.35283154426138,276.63526341177055,25.901753020120225,5.712383691922179,34510.34810977776,37500,592.9378476597191
154,Agricultura,Gaza,Média,81664.51059385014,24151.101814976468,3.0540056429563407,8,41.243883990454236,490.677298953305,23.293998373940454,6.212282567316995,105815.61240882661,60000,307.0073301559232
155,Construção Civil,Zambézia,Pequena,49605.01812930746,20134.201093261923,3.622297577183753,11,70.08490527963869,578.7938284175675,14.446400815049309,7.328420720409944,69739.21922256937,82500,611.6423641533319
156,Construção Civil,Gaza,Média,18407.689851882464,17899.188809595624,3.741374291760144,5,68.20855802302222,371.5879493527675,8.75851420781354,9.378402105307226,36306.878661478084,37500,820.1781085831476
157,Construção Civil,Manica,Pequena,33897.81520227415,34578.82228176977,4.567564332436498,11,60.641373453539565,401.67123445731363,22.257847743034844,8.445318396261321,68476.63748404392,82500,366.1023762033953
158,Transportes,Manica,Média,42624.08126644329,18470.420087421888,4.728028839942996,7,106.3360830818491,528.6661910492743,16.9588090257899,6.081981824349452,61094.50135386518,52500,679.3928757864383
159,Mineração,Gaza,Pequena,69899.63337584707,23374.738718701003,4.864194247787101,9,56.391099298583164,505.80478153426765,13.493243658441326,5.276829184512522,93274.37209454807,67500,369.9091204709238
160,Construção Civil,Nampula,Pequena,52840.30824510464,16695.55593443435,4.413508463159454,9,94.93501234675946,866.4877834008041,21.640338354817096,6.5618443956634955,69535.864179539,67500,1049.0297745316684
161,Agricultura,Cabo Delgado,Pequena,41644.40405136441,34422.38151497362,3.579064834855345,7,53.1040390293866,593.7105322324012,5.0,7.832382078099033,76066.78556633802,52500,611.4938907999607
162,Mineração,Inhambane,Média,45594.90797007824,27560.548642832593,4.0060572212867465,10,76.3081766384218,354.5566693023524,21.480319490688853,8.114399394816402,73155.45661291083,75000,282.14055689868377
163,Manufactura,Nampula,Pequena,50129.589684414335,38528.411746932725,3.776911062601279,7,67.94386661202869,215.9686698229316,15.392129461258833,7.679203077996853,88658.00143134706,52500,84.3811806986363
164,Comércio,Maputo,Média,47252.91652187712,10684.820022766859,3.5583649325339497,2,72.34497525188378,431.76245771216907,14.981516765372067,5.174910964031687,57937.73654464398,15000,619.3281660063338
165,Mineração,Manica,Média,38820.105442360036,28400.593668608017,4.602888360604151,8,79.9213417612502,458.22553865019853,18.23236212221767,5.060977748906861,67220.69911096805,60000,492.41505059744634
166,Manufactura,Maputo,Pequena,54786.616007949626,17028.57275593433,3.9221248825118074,8,101.48563899675605,305.8175178337316,12.684274120232423,6.681473496425868,71815.18876388395,60000,242.2918216394829
167,Agricultura,Zambézia,Média,31901.70695887979,39550.60582481769,2.806962204600088,4,92.04838693204087,723.2999122285926,12.134627247163879,4.922127461897045,71452.31278369747,30000,870.2973706776577
168,Comércio,Sofala,Média,78606.93197695856,31212.185469390475,3.1022722535243354,6,79.62486940536438,715.8515599510947,12.993814926023898,8.322854252093034,109819.11744634903,45000,510.86956037397783
169,Manufactura,Inhambane,Pequena,57006.83558456794,27978.560942060212,3.932412435628494,9,95.19998734255181,254.03269596680195,6.735342688583346,7.398428835133758,84985.39652662814,67500,119.48793979958239
170,Agricultura,Zambézia,Grande,23009.023036512608,29078.767823753216,4.071518861815691,9,62.30747874117385,514.9701052167394,7.693235425150434,7.170329236537542,52087.79086026583,67500,759.0690790038542
171,Manufactura,Maputo,Média,72139.29532605283,31411.866624110702,5.184829871106646,6,63.74095653628177,317.566429613713,23.15752732187881,6.296730155273631,103551.16195016353,45000,163.2190933259562
172,Manufactura,Zambézia,Pequena,49091.775641355234,24861.62253905763,3.4861633355614954,6,83.14056596965086,244.1710315319679,18.814311543287992,7.014383186454524,73953.39818041286,45000,169.31964782210636
173,Manufactura,Inhambane,Pequena,29843.722025251376,13829.258575382539,3.9597634539128643,9,50.10366621782906,506.1454635562731,18.054229119073845,8.18433976107731,43672.98060063391,67500,904.386367780692
174,Construção Civil,Nampula,Pequena,10000.0,29176.736984837866,4.608198252613675,10,79.63725079017064,537.768166591362,10.525695741321693,6.8714143442998035,39176.736984837866,75000,1081.2320325974622
175,Mineração,Zambézia,Pequena,35808.40290501655,12414.950893246654,4.069789769745378,6,65.37275817316271,416.8826072512343,20.67021518469714,4.0802606014872085,48223.353798263204,45000,671.1670341448295
176,Serviços,Maputo,Pequena,78256.68113539784,35859.26696322797,4.133131310798626,4,69.79156071561194,412.85307421050385,12.447452243642477,7.131998882376612,114115.94809862581,30000,235.49480207588456
177,Comércio,Nampula,Pequena,30083.69210419542,31511.36241823657,3.7150706699939993,3,76.48069145063879,793.1189636544963,11.328197845355017,8.703430410378168,61595.054522431994,22500,1151.1052545198224
178,Manufactura,Cabo Delgado,Pequena,69937.17546931616,27806.364044901362,4.95517229051708,11,93.56157202026209,331.4047517369815,17.743059712130552,6.875429555250913,97743.53951421753,82500,154.6508474872413
179,Serviços,Zambézia,Pequena,59923.29811195873,25442.67973349114,3.614923579666898,1,76.60386289606777,355.78310735503845,26.07706958175975,5.398766645209653,85365.97784544987,7500,307.98818937631654
180,Serviços,Zambézia,Pequena,36225.646671541705,23132.280858047085,3.129434490919528,4,94.77282987009258,229.3471494362775,16.79105079631489,6.791522290201704,59357.92752958879,30000,235.8391334281453
181,Manufactura,Gaza,Média,35316.52402443009,25819.955564135606,4.174368242769145,9,96.83733483220149,444.48633177111424,20.779108771605507,7.056479945320568,61136.47958856569,67500,516.6307486269159
182,Construção Civil,Manica,Média,56226.1734688577,26906.355912650244,4.664786348460489,7,59.442378521149564,189.1649471232037,18.09371000369762,7.972960325922641,83132.52938150795,52500,64.39406829067747
183,Transportes,Cabo Delgado,Pequena,31844.87639706159,40192.83923641768,4.306475253116557,8,85.45870878436085,248.00262466034113,22.207117956422238,4.816291365595625,72037.71563347927,60000,160.9780487999922
184,Transportes,Manica,Média,62357.49600929136,32126.28483846429,4.455727881746825,5,65.01044022473562,473.73131813159637,14.771776541175466,6.886990441508579,94483.78084775565,37500,361.69968455698023
185,Agricultura,Cabo Delgado,Pequena,63414.81891900407,22077.402380982305,3.5185105819845135,5,69.66942369476546,455.29012436803043,19.894351601612954,6.673462135738513,85492.22129998638,37500,388.6878806225345
186,Mineração,Inhambane,Pequena,39924.208317921264,37147.97056894385,3.8414588185398206,5,90.02354871765166,494.4624817598011,24.42846781132495,9.426063839008542,77072.17888686512,37500,492.9019892256843
187,Comércio,Manica,Pequena,36682.93183532152,23308.488242566793,4.007637786038271,5,91.98632318282358,608.4933050331736,8.957568460929677,6.133870786692394,59991.42007788831,37500,851.7916133537748
188,Comércio,Sofala,Pequena,94400.37468846526,23790.381896132778,3.8747752994695173,6,83.03081924038469,497.858307436535,18.9446875497646,6.167736038385243,118190.75658459804,45000,283.1588192875219
189,Mineração,Maputo,Pequena,82167.78622714385,28549.682547576656,3.9869708133767094,5,89.17494205478074,373.12753635048574,10.39191475569974,9.277723752994834,110717.4687747205,37500,203.1387368811648
190,Serviços,Inhambane,Média,40736.64773854417,36841.72527660146,3.6798647382329386,3,109.42224318635287,513.3887787465691,19.239878628590034,7.760038082388243,77578.37301514563,22500,532.764982904105
191,Transportes,Cabo Delgado,Média,50834.45422431396,50625.27659332516,4.72769259101912,9,62.448466612582,276.9817419855686,6.385406716732568,8.927873397146183,101459.73081763912,67500,106.46786690385098
192,Agricultura,Zambézia,Pequena,29883.746592757812,39344.66869346054,3.9542783914511728,5,78.47976706904453,50.0,15.531661019835056,6.170735472696876,69228.41528621835,37500,-81.9438305090187
193,Comércio,Zambézia,Pequena,41025.668626698025,35904.34341399109,2.387431967338711,4,64.95331975940033,527.660382103092,27.00342821377601,6.701074200804452,76930.01204068912,30000,546.9001744597077
194,Agricultura,Cabo Delgado,Pequena,25652.07762021468,26164.382406633937,3.7393767338708463,7,63.271132629790856,403.1421048287715,11.525546999592141,7.565881166736364,51816.46002684862,52500,576.7002312529394
195,Transportes,Nampula,Pequena,80336.25734259747,28578.383486710234,2.473901090226716,9,99.80696456005158,406.43983678216193,26.068056720612798,6.922601152607656,108914.6408293077,67500,211.19768123126113
196,Serviços,Nampula,Pequena,84549.65476061976,16217.29926326634,4.077173971733227,2,84.541314707448,575.9548800738561,23.082709913877846,6.544774177167016,100766.9540238861,15000,456.68535931024144
197,Comércio,Zambézia,Grande,27902.744138749596,27205.41427013867,3.930775491383335,2,72.30205453229905,460.2340912581578,20.80989350963483,7.475998798537153,55108.15840888827,15000,707.927726335248
198,Mineração,Nampula,Pequena,30443.255992574286,21393.52087933808,4.523351511086241,1,74.4427720709652,456.2825435735744,26.124114854229138,7.695558212239119,51836.77687191237,7500,765.7608953629718
199,Serviços,Sofala,Pequena,35709.0598305826,22382.94932321773,3.9974778964016684,1,84.5900209884086,301.57060676673353,13.602642685636646,6.709548328402406,58092.00915380033,7500,406.2152455222762
200,Mineração,Sofala,Média,67799.751244342,24552.56819237402,3.4716349763055705,8,72.11885710131195,80.41502802891989,22.609243299790425,7.080015457093174,92352.31943671602,60000,-77.89440681789353
